ID,Taxon,Family,Overwintering_stage,,,,Overwintering_location,,,,,,,Voltinism,,,,,Pupal_location,,,,,,Ant_association,,,Forewing_length,,,,,,,,,,,,,,,,Wingspan,,,,,,,,Hostplant_family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hostplant_specificity,,,,Hostplant_type,,,,Hostplant_growth_form,,,,,,Hostplant_part,,,,Hostplant_age,,Larval_environment,,,,,,Hostplant_patch_size,,,Egg_laying_type,,,Egg_laying_location,,,,,,,Egg_lay_light_environment,,,Flight_months,,,,,,,,,,,,Adult_feeding,,,,,,,,,Adult_roosting,,,,,,,,,,,,,,Mate_locating_type,,,,Mate_locating_location,,,,,,,,,,,,Basking_type,,,Basking_site,,,,,,,,,,,,
database_ID,Taxa name,Family,OvS_egg_E,OvS_larva_L,OvS_pupa_P,OvS_adult_A,OvL_buried_Bu,OvL_surface_Su,OvL_short_sward_Ss,OvL_tall_sward_Ts,OvL_shrub_Sb,OvL_tree_Tr,OvL_liana_Li,Vol_biennial_0.5,Vol_univoltine_1,Vol_uni+partial2_1.5,Vol_bivoltine_2,Vol_multivoltine_3,PuL_buried_Bu,PuL_groundlayer_Gl,PuL_fieldlayer_Gl,PuL_shrub_layer_Sl,PuL_canopy_layer_Cl,PuL_attended_At,AnA_monospecific_M,AnA_oligospecific_O,AnA_polyspecific_P,FoL_var_male_min,FoL_var_male_max,FoL_var_male_average,FoL_var_male_variation,FoL_var_female_min,FoL_var_female_max,FoL_var_female_average,FoL_var_female_variation,FoL_HR_min,FoL_HR_max,FoL_HR_average,FoL_HR_variation,FoL_Ten_min,FoL_Ten_max,FoL_Ten_average,FoL_Ten_variation,WSp_Ts_male_min,WSp_Ts_male_max,WSp_Ts_male_average,WSp_Ts_male_variation,WSp_Ts_female_min,WSp_Ts_female_max,WSp_Ts_female_average,WSp_Ts_female_variation,HPF_Adoxacee,HPF_Amaranthaceae,HPF_Apiaceae,HPF_Apocynaceae,HPF_Aquifoliaceae,HPF_Araliaceae,HPF_Arecaceae,HPF_Aristolochiaceae,HPF_Asteraceae,HPF_Berberidaceae,HPF_Betulaceae,HPF_Boraginaceae,HPF_Brassicaceae,HPF_Cannabaceae,HPF_Capparaceae,HPF_Caprifoliaceae,HPF_Celastraceae,HPF_Cistaceae,HPF_Cleomaceae,HPF_Convolvulaceae,HPF_Coriariaceae,HPF_Cornaceae,HPF_Crassulaceae,HPF_Cyperaceae,HPF_Elaeagnaceae,HPF_Ericaceae,HPF_Escalloniaceae,HPF_Fabaceae,HPF_Fagaceae,HPF_Gentianaceae,HPF_Geraniaceae,HPF_Graminaceae,HPF_Grossulariaceae,HPF_Juncaceae,HPF_Lamiaceae,HPF_Lauraceae,HPF_Leguminosae,HPF_Lythraceae,HPF_Malpighiaceae,HPF_Malvaceae,HPF_Mimosaceae,HPF_Moraceae,HPF_Oleaceae,HPF_Orobanchaceae,HPF_Papaveraceae,HPF_Phyllanthaceae,HPF_Plantaginaceae,HPF_Plumbaginaceae,HPF_Poaceae,HPF_Polygonaceae,HPF_Portulacaceae,HPF_Primulaceae,HPF_Punicaceae,HPF_Ranunculaceae,HPF_Resedaceae,HPF_Rhamnaceae,HPF_Rosaceae,HPF_Rutaceae,HPF_Salicaceae,HPF_Santalaceae,HPF_Saxifragaceae,HPF_Scrophulariaceae,HPF_Solanaceae,HPF_Talinaceae,HPF_Tropaeolaceae,HPF_Ulmaceae,HPF_Urticaceae,HPF_Violaceae,HPF_Zygophyllaceae,HPS_monophage,HPS_oligophag (within one genus),HPS_oligophag (within one family ),HPS_polyphag,HPT_biennial_Bi,HPT_annual_An,HPT_herbaceaous perennial_Hp,HPT_woody perennial_Wp,HPG_short herb_grass_Sh,HPG_tall herb (over 30cm height)_Th,HPG_shrub_Sb,HPG_tree_Tr,HPG_non plant_Np,HPG_liana_Li,HPP_flowers_pod_Fl,HPP_leaf_Le,HPP_bud_Bu,HPP_stem_St,HPA_small_immature_Si,HPA_old_Ol,LEv_buried_Bu,LEv_groundlayer_Gl,LEv_fieldlayer_Fl,LEv_shrublayer_Sl,LEv_canopy layer_Cl,LEv_Attended_At,HPPS_large patch_Lp,HPPS_medium patch_Mp,HPPS_small/single_Ss,ELT_single_Se,ELT_small batch_Sb,ELT_large batch_Lb,ELL_bare ground or ground artifact_ Bg,ELL_short turf_herbs_Sh,ELL_tall_mature herbs_Th,ELL_shrub_Sb,ELL_tree trunk_Tt,ELL_canopy_Ca,ELL_liana_Li,ELA_light_Li,ELA_partial shade_Ps,ELA_shade_Sh,FMo_Jan,FMo_Feb,FMo_Mar,FMo_Apr,FMo_May,FMo_Jun,FMo_Jul,FMo_Aug,FMo_Sep,FMo_Oct,FMo_Nov,FMo_Dec,AdF_herb/flower_Hf,AdF_ergot_Er,AdF_shrub/tree flower_Sf,AdF_honeydew_Hd,AdF_sap_Sa,AdF_decaying plants_Dp,AdF_animal_An,AdF_mineral_Mi,AdF_hostplant coincidence_Hc,AdR_Bare ground_Bg,AdR_tree trunk/fence,AdR_short turf_St,AdR_grasses,AdR_short herb,AdR_tall herb,AdR_shrub,AdR_tree canopy,AdR_liana,AdR_exposed,AdR_communal,AdR_on hostplant,AdR_off hostplant,AdR_Manmade structure,MLT_patrolling_Pa,MLT_perching_Pn,MLT_territorial perching_Pt,MLT_lekking_Le,MLL_rock or cliff_Rc,MLL_bare earth_Be,MLL_short herbs_Sh,MLL_grass_Gr,MLL_tall herbs_Th,MLL_shrubs_Sb,MLL_tree canopy_Tc,MLL_nectar site_Ns,MLL_hostplant site_Hs,MLL_physical edge site_Ps,MLL_light edge site_Ls,MLL_hilltop_Ht,BaT_dorsalabsorb_Da,BaT_doesalreflect_Dr,BaT_lateral_La,BaS_rock\bare earth_Bg,BaS_short herb_Sh,BaS_grasses_Gr,BaS_tall herbs_Th,BaS_shrub_Sb,BaS_tree canopy_Tc,BaS_Manmade structure_Ms,,,,,,
118,Euchloe_bazae,Pieridae,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,17,22,19.5,0.256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,36,34,0.118,32,36,34,0.118,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,,,,,,
119,Euchloe_falloui,Pieridae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,18,19,18.5,0.054,16,22,19,0.316,36,44,40,0.200,36,44,40,0.200,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,1,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
120,Zegris_pyrothoe,Pieridae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,26,24,0.167,30,35,32.5,0.154,30,35,32.5,0.154,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
121,Zegris_eupheme,Pieridae,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,20.5,26.5,23.5,0.255,22.1,26.8,24.45,0.19,23,25,24,0.083,NA,NA,NA,NA,46,51,48.5,0.103,46,51,48.5,0.103,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,NA,NA,NA,1,0,0,0,1,1,0,0,0,0,NA,NA,NA,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,,,,,,
122,Anthocharis_euphenoides,Pieridae,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,13.6,23,18.3,0.514,15.1,23,19.05,0.42,18,20,19,0.105,NA,NA,NA,NA,34,40,37,0.162,34,40,37,0.162,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,NA,0,0,0,1,0,0,1,1,0,1,0,0,0,,,,,,
123,Anthocharis_belia,Pieridae,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,18,20,19,0.105,15,19,17,0.235,34,40,37,0.162,34,40,37,0.162,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
124,Anthocharis_cardamines,Pieridae,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,14.6,24,19.3,0.487,16.1,24,20.05,0.39,19,24,21.5,0.233,NA,NA,NA,NA,33,48,40.5,0.370,33,48,40.5,0.370,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,1,1,1,0,NA,NA,0,0,1,0,0,0,NA,NA,NA,1,0,0,0,1,1,0,0,0,0,NA,NA,NA,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,0,,,,,,
125,Anthocharis_gruneri,Pieridae,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,15,18,16.5,0.182,NA,NA,NA,NA,30,36,33,0.182,30,36,33,0.182,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,0,0,NA,NA,NA,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
126,Anthocharis_damone,Pieridae,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,19,20,19.5,0.051,NA,NA,NA,NA,37,42,39.5,0.127,37,42,39.5,0.127,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,1,0,0,0,0,NA,NA,NA,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
127,Hamearis_lucina,Riodinidae,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,14,17,15.5,0.194,14,17,15.5,0.19,13,17,15,0.267,NA,NA,NA,NA,29,32,30.5,0.098,31,34,32.5,0.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,,,,,,
128,Lycaena_dimorpha,Lycaenidae,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,13,12,0.167,11,13,12,0.17,NA,NA,NA,NA,NA,NA,NA,NA,27,31,29,0.138,27,31,29,0.138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,NA,NA,NA,0,0,0,0,1,1,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
129,Lycaena_helle,Lycaenidae,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,12,14,13,0.154,12,14,13,0.15,12,14,13,0.154,NA,NA,NA,NA,22,26,24,0.167,21,27,24,0.250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,NA,NA,0,0,1,0,0,0,NA,NA,NA,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,,,,
130,Lycaena_alciphron,Lycaenidae,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,15.05,20,17.525,0.282,14,21,17.5,0.40,16,19,17.5,0.171,18,20,19,0.105,32,36,34,0.118,32,36,34,0.118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,NA,NA,0,1,1,0,0,0,NA,NA,NA,1,0,0,0,1,1,0,0,0,0,NA,NA,NA,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,1,0,0,0,0,0,,,,,,
131,Lycaena_thetis,Lycaenidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,15,16,15.5,0.065,NA,NA,NA,NA,27,28,27.5,0.036,27,28,27.5,0.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
132,Lycaena_thersamon,Lycaenidae,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,1,NA,NA,NA,NA,NA,NA,0,0,0,14,16,15,0.133,14,16,15,0.13,14,16,15,0.133,NA,NA,NA,NA,28,32,30,0.133,28,32,30,0.133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,0,0,,,,,,
133,Lycaena_phoebus,Lycaenidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,14,14,14,0.000,11,14,12.5,0.240,25,28,26.5,0.113,25,28,26.5,0.113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
134,Lycaena_dispar,Lycaenidae,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,15,21,18,0.333,15,21,18,0.33,17,20,18.5,0.162,NA,NA,NA,NA,33,41,37,0.216,33,41,37,0.216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,,,,,,
135,Lycaena_hippothoe,Lycaenidae,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,13.81,17.74,15.775,0.249,15.48,18.5,16.99,0.18,16,19,17.5,0.171,NA,NA,NA,NA,27,34,30.5,0.230,27,34,30.5,0.230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,NA,NA,0,1,1,0,0,0,NA,NA,NA,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,,,,,,
136,Lycaena_candens,Lycaenidae,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,17,19,18,NA,NA,NA,NA,NA,34,35,34.5,0.029,34,35,34.5,0.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,NA,NA,0,1,0,0,0,0,NA,NA,NA,1,1,0,0,1,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,0,0,0,,,,,,
137,Lycaena_ottomana,Lycaenidae,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,14,15,14.5,0.069,NA,NA,NA,NA,28,30,29,0.069,28,30,29,0.069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
